game,word,won,wrong_guesses,repeated_guesses,word_length
1788,detrimentally,False,6,0,13
1789,congoleum,False,6,0,9
1790,ecorticate,False,6,0,10
1791,plical,False,6,0,6
1792,aedilian,False,6,0,8
1793,dishwiping,False,6,0,10
1794,gravimetrical,False,6,0,13
1795,mesolabe,False,6,0,8
1796,foredispose,False,6,0,11
1797,babyfied,False,6,0,8
1798,shucking,False,6,0,8
1799,ornithoptera,False,6,0,12
1800,phototropism,False,6,0,12
1801,tonelessly,False,6,0,10
1802,illustratory,False,6,0,12
1803,leanness,False,6,0,8
1804,federal,False,6,0,7
1805,cobus,False,6,0,5
1806,swainishness,False,6,0,12
1807,amphipleura,False,6,0,11
1808,oenanthylate,False,6,0,12
1809,quaternity,False,6,0,10
1810,reinvestigate,False,6,0,13
1811,daff,False,6,0,4
1812,amphichrom,False,6,0,10
1813,unfasten,False,6,0,8
1814,fratry,False,6,0,6
1815,antiseption,False,6,0,11
1816,quantify,False,6,0,8
1817,spinigrade,False,6,0,10
1818,cressed,False,6,0,7
1819,retrace,False,6,0,7
1820,structural,False,6,0,10
1821,sam,False,6,0,3
1822,unperilous,False,6,0,10
1823,squeaky,False,6,0,7
1824,bitterbark,False,6,0,10
1825,asymmetron,False,6,0,10
1826,timbromaniac,False,6,0,12
1827,trapping,False,6,0,8
1828,undertide,False,6,0,9
1829,speleology,False,6,0,10
1830,invulnerableness,False,6,0,16
1831,plical,False,6,0,6
1832,sufferer,False,6,0,8
1833,drate,False,6,0,5
1834,deaminase,False,6,0,9
1835,primrosy,False,6,0,8
1836,dactylioglyphtic,False,6,0,16
1837,reinvestigate,False,6,0,13
1838,uncuffed,False,6,0,8
1839,abigail,False,6,0,7
1840,palaeosophy,False,6,0,11
1841,nonillionth,False,6,0,11
1842,hadbot,False,6,0,6
1843,physiqued,False,6,0,9
1844,blunthearted,False,6,0,12
1845,overminutely,False,6,0,12
1846,unbalked,False,6,0,8
1847,draggy,False,6,0,6
1848,neognathae,False,6,0,10
1849,criminalness,False,6,0,12
1850,populicide,False,6,0,10
1851,caumatic,False,6,0,8
1852,disilicane,False,6,0,10
1853,ricinolein,False,6,0,10
1854,superobjection,False,6,0,14
1855,overtness,False,6,0,9
1856,banewort,False,6,0,8
1857,orchidalgia,False,6,0,11
1858,fast,False,6,0,4
1859,bloodshedding,False,6,0,13
1860,antisyndicalist,False,6,0,15
1861,underlife,False,6,0,9
1862,labioalveolar,False,6,0,13
1863,anopluriform,False,6,0,12
1864,capability,False,6,0,10
1865,orangite,False,6,0,8
1866,parallelotropism,False,6,0,16
1867,roughshod,False,6,0,9
1868,leaderless,False,6,0,10
1869,annotatory,False,6,0,10
1870,remonstratively,False,6,0,15
1871,frivolity,False,6,0,9
1872,plantaginaceous,False,6,0,15
1873,tuatara,False,6,0,7
1874,beplaided,False,6,0,9
1875,cam,False,6,0,3
1876,unrebel,False,6,0,7
1877,zafree,False,6,0,6
1878,nemertini,False,6,0,9
1879,substrate,False,6,0,9
1880,jusquaboutist,False,6,0,13
1881,disclimax,False,6,0,9
1882,hypothesizer,False,6,0,12
1883,faunally,False,6,0,8
1884,correa,False,6,0,6
1885,cacodaemonial,False,6,0,13
1886,waterboard,False,6,0,10
1887,presternum,False,6,0,10
1888,babyfied,False,6,0,8
1889,treasonable,False,6,0,11
1890,unforgiven,False,6,0,10
1891,deliberateness,False,6,0,14
1892,enophthalmus,False,6,0,12
1893,polycormic,False,6,0,10
1894,sabazianism,False,6,0,11
1895,revolutionist,False,6,0,13
1896,ecorticate,False,6,0,10
1897,enaliosaur,False,6,0,10
1898,mesolabe,False,6,0,8
1899,musculofibrous,False,6,0,14
1900,dolorific,False,6,0,9
1901,tzotzil,False,6,0,7
1902,magnetometric,False,6,0,13
1903,sniptious,False,6,0,9
1904,formerly,False,6,0,8
1905,linet,False,6,0,5
1906,nonbotanical,False,6,0,12
1907,ceroplast,False,6,0,9
1908,beplaided,False,6,0,9
1909,photoengraving,False,6,0,14
1910,matral,False,6,0,6
1911,eulamellibranchia,False,6,0,17
1912,eulamellibranchia,False,6,0,17
1913,unslumbrous,False,6,0,11
1914,hartal,False,6,0,6
1915,groset,False,6,0,6
1916,beplaided,False,6,0,9
1917,cherishing,False,6,0,10
1918,doublelunged,False,6,0,12
1919,haemoconcentration,False,6,0,18
1920,trolly,False,6,0,6
1921,amphichrom,False,6,0,10
1922,shockingly,False,6,0,10
1923,gaelicist,False,6,0,9
1924,disilicane,False,6,0,10
1925,monophagism,False,6,0,11
1926,proteaceous,False,6,0,11
1927,grammarless,False,6,0,11
1928,pronpl,False,6,0,6
1929,serpulid,False,6,0,8
1930,mask,False,6,0,4
1931,malacophonous,False,6,0,13
1932,platinocyanic,False,6,0,13
1933,nonparasitic,False,6,0,12
1934,expellee,False,6,0,8
1935,reformingly,False,6,0,11
1936,inexpressively,False,6,0,14
1937,overslavish,False,6,0,11
1938,electroosmotic,False,6,0,14
1939,homoplasis,False,6,0,10
1940,succedaneous,False,6,0,12
1941,istoke,False,6,0,6
1942,cumbu,False,6,0,5
1943,antemarital,False,6,0,11
1944,sleechy,False,6,0,7
1945,choriamb,False,6,0,8
1946,unilabiate,False,6,0,10
1947,cameography,False,6,0,11
1948,bassoon,False,6,0,7
1949,unjarring,False,6,0,9
1950,unsaintlike,False,6,0,11
1951,sturdiness,False,6,0,10
1952,hoverly,False,6,0,7
1953,myelalgia,False,6,0,9
1954,pelotherapy,False,6,0,11
1955,ceratospongian,False,6,0,14
1956,barraclade,False,6,0,10
1957,aggregator,False,6,0,10
1958,nonthinker,False,6,0,10
1959,cathartolinum,False,6,0,13
1960,euthyneura,False,6,0,10
1961,jobmonger,False,6,0,9
1962,agelacrinitidae,False,6,0,15
1963,lindane,False,6,0,7
1964,sparch,False,6,0,6
1965,actability,False,6,0,10
1966,clogmaker,False,6,0,9
1967,channelize,False,6,0,10
1968,interrupted,False,6,0,11
1969,carposperm,False,6,0,10
1970,footmaker,False,6,0,9
1971,ingraft,False,6,0,7
1972,chaetotactic,False,6,0,12
1973,dosa,False,6,0,4
1974,betroth,False,6,0,7
1975,unforwarded,False,6,0,11
1976,twatchel,False,6,0,8
1977,snowk,False,6,0,5
1978,electroosmotic,False,6,0,14
1979,indices,False,6,0,7
1980,delightingly,False,6,0,12
1981,phobos,False,6,0,6
1982,anchises,False,6,0,8
1983,recruitment,False,6,0,11
1984,deathless,False,6,0,9
1985,protection,False,6,0,10
1986,lubricational,False,6,0,13
1987,tutoyer,False,6,0,7
1988,gasless,False,6,0,7
1989,haemoconcentration,False,6,0,18
1990,garniec,False,6,0,7
1991,wisecrack,False,6,0,9
1992,armchaired,False,6,0,10
1993,unoffendable,False,6,0,12
1994,heinousness,False,6,0,11
1995,recook,False,6,0,6
1996,propliopithecus,False,6,0,15
1997,octonarius,False,6,0,10
1998,sniptious,False,6,0,9
1999,psychophysical,False,6,0,14
2000,bavian,False,6,0,6
